strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Fiji/269/2023	2023-10-30	h3n2_flu	Oceania	Fiji	Human	EPI_ISL_18853013	WHO Collaborating Centre for Reference and Research on Influenza	National Centre for Scientific Services for Virology  and Vector Borne Diseases
A/Tasmania/413/2023	2023-12-03	h3n2_flu	Oceania	Australia	Human	EPI_ISL_18853015	WHO Collaborating Centre for Reference and Research on Influenza	Royal Hobart Hospital
A/Fiji/274/2023	2023	h3n2_flu	Oceania	Fiji	Human	EPI_ISL_18853016	WHO Collaborating Centre for Reference and Research on Influenza	National Centre for Scientific Services for Virology  and Vector Borne Diseases
A/KIRIBATI/3/2023	2023-11-17	h3n2_flu	Oceania	Kiribati	Human	EPI_ISL_18853017	WHO Collaborating Centre for Reference and Research on Influenza	Ministry of Health
A/Sydney/161/2018	2018-09-04	h3n2_flu	Oceania	Australia	Human	EPI_ISL_332728	WHO Collaborating Centre for Reference and Research on Influenza	Clinical Virology Unit, CDIM
A/Sydney/166/2018	2018-09-15	h3n2_flu	Oceania	Australia	Human	EPI_ISL_332729	WHO Collaborating Centre for Reference and Research on Influenza	Clinical Virology Unit, CDIM
A/Sydney/172/2018	2018-09-19	h3n2_flu	Oceania	Australia	Human	EPI_ISL_332730	WHO Collaborating Centre for Reference and Research on Influenza	Clinical Virology Unit, CDIM
A/Christchurch/522/2018	2018-09-25	h3n2_flu	Oceania	New Zealand	Human	EPI_ISL_332736	WHO Collaborating Centre for Reference and Research on Influenza	Canterbury Health Services
A/South_Australia/116/2018	2018-10-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_332793	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Wallis-Futuna/2/2019	2019-03-12	h3n2_flu	Oceania	Wallis and Futuna	Human	EPI_ISL_365235	WHO Collaborating Centre for Reference and Research on Influenza	Institut Pasteur New Caledonia
A/Victoria/2158/2019	2019-03-11	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365236	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Victoria/2161/2019	2019-03-11	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365237	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Victoria/2153/2019	2019-03-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365238	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Tasmania/511/2019	2019-03-07	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365239	WHO Collaborating Centre for Reference and Research on Influenza	Hobart Pathology
A/Victoria/2108/2019	2019-03-05	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365240	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Victoria/2100/2019	2019-03-01	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365241	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Victoria/2103/2019	2019-03-01	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365242	WHO Collaborating Centre for Reference and Research on Influenza	Alfred Hospital
A/Canberra/59/2019	2019-02-28	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365243	WHO Collaborating Centre for Reference and Research on Influenza	Canberra Hospital
A/Tasmania/516/2019	2019-02-27	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365244	WHO Collaborating Centre for Reference and Research on Influenza	Hobart Pathology
A/Canberra/52/2019	2019-02-21	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365245	WHO Collaborating Centre for Reference and Research on Influenza	Canberra Hospital
A/Canberra/45/2019	2019-02-19	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365246	WHO Collaborating Centre for Reference and Research on Influenza	Canberra Hospital
A/Canberra/40/2019	2019-02-16	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365247	WHO Collaborating Centre for Reference and Research on Influenza	Canberra Hospital
A/South_Australia/180/2019	2019-03-19	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365248	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/South_Australia/179/2019	2019-03-18	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365249	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/South_Australia/182/2019	2019-03-17	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365250	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/South_Australia/156/2019	2019-03-12	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365251	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/South_Australia/139/2019	2019-03-04	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365252	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Darwin/470/2019	2019-06-05	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365262	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Victoria/2515/2019	2019-06-02	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365263	WHO Collaborating Centre for Reference and Research on Influenza	Royal Melbourne Hospital
A/Victoria/67/2019	2019-06-03	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365264	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Darwin/479/2019	2019-06-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365265	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Darwin/482/2019	2019-06-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365266	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Victoria/48/2019	2019-06-05	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365267	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Darwin/489/2019	2019-06-09	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365268	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Darwin/459/2019	2019-06-02	h3n2_flu	Oceania	Australia	Human	EPI_ISL_365269	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Guam/8597/2019	2019-01-31	h3n2_flu	Oceania	Guam	Human	EPI_ISL_366475	?	?
A/Sydney/870/2019	2019-06-14	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389552	WHO Collaborating Centre for Reference and Research on Influenza	Childrens Hospital Westmead
A/New_Caledonia/81/2019	2019-04-28	h3n2_flu	Oceania	New Caledonia	Human	EPI_ISL_389553	WHO Collaborating Centre for Reference and Research on Influenza	Institut Pasteur New Caledonia
A/New_Caledonia/99/2019	2019-07-04	h3n2_flu	Oceania	New Caledonia	Human	EPI_ISL_389554	WHO Collaborating Centre for Reference and Research on Influenza	Institut Pasteur New Caledonia
A/Victoria/225/2019	2019-08-12	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389558	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Victoria/2772/2019	2019-08-04	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389559	WHO Collaborating Centre for Reference and Research on Influenza	Royal Chidrens Hospital
A/Sydney/1117/2019	2019-07-09	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389560	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Perth/1125/2019	2019-07-03	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389564	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Darwin/555/2019	2019-07-10	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389565	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Brisbane/PHV006/2019	2019-04-17	h3n2_flu	Oceania	Australia	Human	EPI_ISL_389936	Queensland Health Forensic and Scientific Services	Queensland Health Forensic and Scientific Services
A/Sydney/1109/2019	2019-07-09	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390582	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Perth/1127/2019	2019-07-04	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390583	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Canberra/1008/2019	2019-07-04	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390584	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Newcastle/1003/2019	2019-07-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390585	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Perth/1130/2019	2019-07-08	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390586	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Tasmania/557/2019	2019-05-03	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390588	WHO Collaborating Centre for Reference and Research on Influenza	Hobart Pathology
A/Victoria/206/2019	2019-07-25	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390589	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Victoria/205/2019	2019-07-25	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390590	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Victoria/204/2019	2019-07-22	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390591	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Victoria/199/2019	2019-07-30	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390592	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Darwin/583/2019	2019-07-15	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390593	WHO Collaborating Centre for Reference and Research on Influenza	Royal Darwin Hospital
A/Victoria/209/2019	2019-07-31	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390594	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Victoria/2776/2019	2019-08-10	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390595	WHO Collaborating Centre for Reference and Research on Influenza	Royal Chidrens Hospital
A/Victoria/213/2019	2019-08-05	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390596	WHO Collaborating Centre for Reference and Research on Influenza	Victorian Infectious Diseases Reference Laboratory 
A/Tasmania/1014/2019	2019-06-28	h3n2_flu	Oceania	Australia	Human	EPI_ISL_390597	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Medical and Veterinary Science (IMVS)
A/Fiji/12/2019	2019-02-13	h3n2_flu	Oceania	Fiji	Human	EPI_ISL_391023	WHO Collaborating Centre for Reference and Research on Influenza	National Centre for Scientific Services for Virology  and Vector Borne Diseases
A/Tasmania/50/2019	2019-05-26	h3n2_flu	Oceania	Australia	Human	EPI_ISL_391024	WHO Collaborating Centre for Reference and Research on Influenza	Royal Hobart Hospital
A/Tasmania/49/2019	2019-05-25	h3n2_flu	Oceania	Australia	Human	EPI_ISL_391025	WHO Collaborating Centre for Reference and Research on Influenza	Royal Hobart Hospital
A/Tasmania/47/2019	2019-05-25	h3n2_flu	Oceania	Australia	Human	EPI_ISL_391026	WHO Collaborating Centre for Reference and Research on Influenza	Royal Hobart Hospital
A/Timor-Leste/91/2019	2019-03-01	h3n2_flu	Oceania	Timor-Leste	Human	EPI_ISL_391027	WHO Collaborating Centre for Reference and Research on Influenza	Laboratório Nacional da Saúde
A/Timor-Leste/2/2019	2019-03-23	h3n2_flu	Oceania	Timor-Leste	Human	EPI_ISL_391028	WHO Collaborating Centre for Reference and Research on Influenza	Laboratório Nacional da Saúde
A/Timor-Leste/1/2019	2019-03-27	h3n2_flu	Oceania	Timor-Leste	Human	EPI_ISL_391029	WHO Collaborating Centre for Reference and Research on Influenza	Laboratório Nacional da Saúde
A/Tauranga/2/2019	2019-03-29	h3n2_flu	Oceania	New Zealand	Human	EPI_ISL_391030	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Environmental Science and Research (ESR)
A/Wellington/18/2019	2019-03-23	h3n2_flu	Oceania	New Zealand	Human	EPI_ISL_391031	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Environmental Science and Research (ESR)
A/Dunedin/15/2019	2019-04-02	h3n2_flu	Oceania	New Zealand	Human	EPI_ISL_391032	WHO Collaborating Centre for Reference and Research on Influenza	Institute of Environmental Science and Research (ESR)
