strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Livingstone/05-NIC-320/2023	2023-08-12	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496342	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/05-NIC-334/2023	2023-09-03	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496343	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Ndola/07-NIC-220/2023	2023-07-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496344	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Ndola/07-NIC-230/2023	2023-08-15	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496345	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Ndola/07-NIC-248/2023	2023-08-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496346	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Ndola/07-NIC-273/2023	2023-09-11	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18496347	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/SouthAfrica/PET28497/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18545896	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28665/2023	2023-09-06	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18545897	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28690/2023	2023-06-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18545898	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28707/2023	2023-05-31	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18545928	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28710/2023	2023-05-31	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18545929	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/Kenya/KLF182577/2023	2023-05-19	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560907	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF182841/2023	2023-06-02	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560908	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF183016/2023	2023-06-14	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560909	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF183102/2023	2023-06-18	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560910	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF183106/2023	2023-06-18	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560911	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221780/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560912	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221781/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560913	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221782/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560914	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221786/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560915	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF241657/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560916	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF241658/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560917	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221800/2023	2023-07-25	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560918	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221804/2023	2023-07-26	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560919	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221811/2023	2023-07-31	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560920	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF183826/2023	2023-08-01	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560924	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221821/2023	2023-08-02	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560925	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF251706/2023	2023-08-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560926	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221826/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560927	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221828/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560928	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221829/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560929	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231762/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560930	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231763/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560931	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231764/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560932	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231766/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560933	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231771/2023	2023-08-08	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560934	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221835/2023	2023-08-09	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560935	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF211801/2023	2023-08-14	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560936	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221846/2023	2023-08-15	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560937	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF231792/2023	2023-08-21	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560938	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF211818/2023	2023-08-22	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560939	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF211823/2023	2023-08-22	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560940	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221859/2023	2023-08-22	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560941	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF251740/2023	2023-08-22	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560942	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF241747/2023	2023-08-28	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560943	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF241748/2023	2023-08-28	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560944	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221878/2023	2023-08-29	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560945	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221884/2023	2023-08-30	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560946	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Kenya/KLF221893/2023	2023-09-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18560947	KEMRI-Wellcome Trust Research Programme	KEMRI Wellcome Trust Research Programme (KWTRP)
A/Reunion/HCL023156559401/2023	2023-07-27	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585202	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156564201/2023	2023-07-30	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585203	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156569101/2023	2023-08-02	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585204	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156573001/2023	2023-08-03	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585205	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156579001/2023	2023-08-06	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585206	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156583901/2023	2023-08-28	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585207	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156589001/2023	2023-08-29	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585208	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156591701/2023	2023-08-31	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585209	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156594101/2023	2023-09-04	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585210	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156596801/2023	2023-09-06	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585211	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156600101/2023	2023-09-06	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585212	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156604501/2023	2023-09-07	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585213	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156610401/2023	2023-09-08	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585214	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156614601/2023	2023-09-11	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585215	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Reunion/HCL023156620001/2023	2023-09-15	h3n2_flu	Africa	Reunion	Human	EPI_ISL_18585216	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169664601/2023	2023-10-13	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585255	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169667101/2023	2023-10-15	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585256	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169672001/2023	2023-10-18	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585257	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169679801/2023	2023-10-06	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585258	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169681601/2023	2023-10-02	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585259	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169684301/2023	2023-10-01	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585260	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169686401/2023	2023-10-20	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585261	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169688901/2023	2023-10-20	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585262	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169693101/2023	2023-10-20	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585263	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169695101/2023	2023-10-20	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585264	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Mayotte/HCL023169698901/2023	2023-10-21	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18585265	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Zambia/06-NIC-633/2023	2023-08-03	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18651850	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Zambia/06-NIC-638/2023	2023-08-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18651948	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Zambia/06-NIC-710/2023	2023-08-28	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18651978	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Zambia/11-NIC-566/2023	2023-06-04	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18652008	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Zambia/11-NIC-801/2023	2023-08-23	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18652011	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Zambia/09-NIC-441/2023	2023-07-14	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18652558	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Mayotte/HCL023169697401/2023	2023-10-17	h3n2_flu	Africa	Mayotte	Human	EPI_ISL_18660272	CNR Virus des Infections Respiratoires, France SUD	CNR Virus des Infections Respiratoires - France SUD
A/Niger/3744/2023	2023-01-31	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708919	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/3864/2023	2023-02-07	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708920	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/4716/2023	2023-03-30	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708921	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/4040/2023	2023-02-16	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708922	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/4679/2023	2023-03-28	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708923	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/3736/2023	2023-01-13	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708924	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/3558/2023	2023-01-17	h3n2_flu	Africa	Niger	Human	EPI_ISL_18708925	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Mali/0067/2020	2020-09-01	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709745	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0108/2020	2020-09-16	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709746	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0119/2020	2020-09-23	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709747	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0107/2020	2020-09-16	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709748	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0086/2020	2020-08-27	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709750	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0074/2020	2020-10-02	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709751	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0078/2020	2020-08-19	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709752	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0101/2020	2020-09-08	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709753	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0077/2020	2020-08-18	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709754	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0102/2020	2020-09-08	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709755	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/0109/2020	2020-09-16	h3n2_flu	Africa	Mali	Human	EPI_ISL_18709756	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Zambia/1403/2023	2023-07-26	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742427	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1327/2023	2023-07-20	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742428	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1332/2023	2023-07-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742429	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1406/2023	2023-04-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742430	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1404/2023	2023-07-26	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742431	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9494/2023	2023-08-01	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742432	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1301/2023	2023-07-17	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742433	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1339/2023	2023-07-24	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742434	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9514/2023	2023-08-16	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742435	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1322/2023	2023-07-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742436	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/31329/2023	2023-07-20	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742437	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9510/2023	2023-08-11	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742438	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1341/2023	2023-07-24	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742439	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1237/2023	2023-03-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742440	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/31325/2023	2023-07-20	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742441	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1308/2023	2023-07-17	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742443	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1352/2023	2023-07-26	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742445	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1393/2023	2023-04-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742446	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1334/2023	2023-07-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742447	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1365/2023	2023-04-12	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742448	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9501/2023	2023-08-04	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742449	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1295/2023	2023-03-29	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742451	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1344/2023	2023-07-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742453	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1358/2023	2023-04-14	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742454	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1321/2023	2023-04-05	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742455	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1337/2023	2023-04-08	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742457	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4461/2023	2023-07-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742459	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1333/2023	2023-08-02	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742461	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1324/2023	2023-04-05	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742463	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1326/2023	2023-04-06	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742465	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4464/2023	2023-07-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742467	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4471/2023	2023-07-11	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742469	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1329/2023	2023-04-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742473	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9370/2023	2023-06-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742476	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/6587/2023	2023-07-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742479	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1263/2023	2023-06-29	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742482	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/6638/2023	2023-08-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742485	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4489/2023	2023-07-19	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742488	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9417/2023	2023-07-09	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742490	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4450/2023	2023-06-30	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742493	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1325/2023	2023-04-06	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742497	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1378/2023	2023-04-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742499	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/2223/2023	2023-07-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742500	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/5299/2023	2023-07-15	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742503	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/301332/2023	2023-07-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742506	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/2207/2023	2023-07-04	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742509	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1478/2023	2023-05-17	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742512	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1377/2023	2023-04-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742516	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1370/2023	2023-04-13	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742519	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Ghana/8529/2023	2023-10-23	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742529	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/2137/2023	2023-10-15	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742533	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
